id,goal_num,q_num,score,text,country
56,4,16.1,3,"While plans are not CEPA plans, per se, broad CEPA objectives for CEPA-style actions have been established at the state and national levels. In addition, numerous outreach and communication initiatives have been undertaken at state and local levels. Illustrative examples include: As part of the Upper Coonamessett River Restoration Project, a significant river and wetlands restoration in Massachusetts, the Massachusetts Division of Ecological Restoration has partnered the Coonamessett River Trust and the Falmouth STEM Boosters to mainstream the awareness of restoration work. https://www.masslive.com/news/2021/01/nashawannuck-brook-in-northampton-to-berestored-one-of-8-river-and-wetlands-designated-as-priority-projects.html The Society of Wetland Scientists, a national organization based in Wisconsin, supports CEPA-style actions with robust programming, including webinars, photography contests, and a New Media Initiative. https://www.sws.org/education-outreach/ Wisconsin Wetlands Association (WWA): WWA’s Wisconsin Wetland Gems® program recognizes 100 sites distributed throughout the state that collectively include examples of all of Wisconsin’s wetland community types. To bring more hope and positivity into the world during the pandemic, WWA developed new virtual wetland programming to help everyone staying at home to remain connected with the outside world and with each other while learning about and sharing their love for wetlands. WWA held nearly 20 “Wetland Coffee Breaks” featuring live online presentations about wetland topics, including soils, birds, hydrology, and more, filmed seven each of their “Wetland Walks” and “Wetlands Words” videos hosted by WWA staff and supporters sharing their love of wetlands, wetlands poetry, and more. The programs were watched live by hundreds of viewers from across Wisconsin, the United States, and internationally and were subsequently posted on their website and social media where they have been viewed countless times more",United States
57,4,16.3,5,"Stakeholders are engaged at the state and local levels, as well as at the federal level in decision-making processes related to wetlands and a range of other matters. Stakeholders are also included in the Ramsar designation process from beginning to end – applications are frequently initiated by the stakeholders themselves, and stakeholders are involved in the application review process.",United States
58,4,16.4,1,,United States
59,4,16.5,1,,United States
60,4,16.6,3,"The U.S. Ramsar national focal points communicate regularly with other MEA national focal points, departments, and agencies through interagency coordination processes",United States
61,4,16.7,5,,United States
62,4,16.8,5,"Federal and state governments as well as NGOs in the United States have carried out campaigns, programs, and projects to raise awareness of the importance of wetlands. Even through COVID-19 restrictions, the Wisconsin Wetlands Association has hosted a virtual “Wetland Coffee Break” series to raise awareness of specific wetlands issues. On a more general level, the Departments of State and Interior use their social media platforms to raise awareness of wetlands within the United States, focusing on the benefits we receive from protecting these resources",United States
63,4,18.1,5,,United States
64,4,18.2,5,The U.S. Ramsar focal points collaborate with focal points of UN and other global and regional bodies through established interagency coordination processes.,United States
65,4,18.3,-1,,United States
66,4,18.4,5,"Big Cypress National Preserve in Florida is a “Sister Protected Area” to Indonesia's Tanjung Puting National Park, and provides technical assistance through field and classroom-based training, on-site assessments of management challenges, and embedded senior advisors. https://www.nps.gov/subjects/internationalcooperation/sister-park-list-by-country.htm Everglades National Park is a Sister Park to Pantanal National Park in Brazil and Cienaga de Zapata in Cuba. Park staff have provided assistance to and collaborated with numerous other Ramsar sites around the world, including Botswana’s Okavango Delta, Brazil’s Pantanal, and Spain’s Doñana National Park. Indiana Dunes National Park has a Sister Park relationship with Kampinos National Park in Poland. Both parks are dominated by upland dunes with marshes and wetlands. http://www.nps.gov/indu/learn/management/sisterparks.htm Point Reyes National Seashore has a Sister Park relationship with Kolkheti National Park in the Republic of Georgia. Kolkheti National Park has ecologically important wetlands.",United States
67,4,18.5,5,,United States
68,4,18.6,5,Transboundary wetlands are mapped on the NWI mapper,United States
69,4,18.7,5,"The International Boundary and Water Commission (IBWC) applies the boundary and water treaties between the United States and Mexico. http://www.ibwc.gov/About_Us/About_Us.html The International Joint Commission (IJC) was created by the United States and Canada in 1909 by the Boundary Waters Treaty. The IJC regulates shared water uses, and investigates transboundary issues and recommends solutions",United States
70,4,18.8,5,Migratory Bird Treaty Act: http://www.fws.gov/birds/policies-and-regulations/lawslegislations/migratory-bird-treaty-act.php North American Waterbird Conservation Plan: http://www.fws.gov/birds/management/bird-management-plans/waterbird-conservationfor-the-americas.php Partners in Flight North American Landbird Conservation Plan: http://www.partnersinflight.org/what-we-do/science/plans/ Trilateral Committee for Wildlife and Ecosystem Conservation and Management: http://www.trilat.org/ United States Shorebird Conservation Plan: http://www.fws.gov/birds/management/birdmanagement-plans/the-us-shorebird-conservation-plan.php Western Hemisphere Shorebird Reserve Network,United States
71,4,19.1,3,"As an illustrative example, while not specifically focused on training needs for the implementation of the Convention, is the Association of State Wetlands Managers (ASWM), an organization that produces 40-45 new webinars each year. ASWM assesses needs and training priorities through an iterative process that includes surveys and questionnaires, but also informal interactions with agency partners, who identify a specific project or work group that needs support to build its capacity",United States
72,4,19.2,5,"There are numerous environmental education programs in the United States that focus on wetland conservation. As an illustrative example, at the federal level, the USFWS supports a federal education facility, the National Conservation Training Center, which teaches advanced conservation techniques, of which human dimensions and wise-use practices are a part",United States
73,4,19.3,1,"There are many avenues for training for wetland site managers in the United States. The Association of State Wetland Managers has compiled a robust collection of training and informational webinars to build the skills of and provide knowledge and information to wetland site managers throughout the country. https://aswm.org/webinars-trainings The Wetland Training Institute, Inc. (WTI) provides wetland training courses on wetland delineation, soils and hydrology, wetland construction and restoration, plant identification, mitigation banking concepts, wetland policy and permitting, and other riparian resource issues",United States
74,4,19.4,1,,United States
