id,goal_num,q_num,score,text,country
50,3,12.2,5,"The Working for Wetlands restoration programme has been effectively implemented since inception. Since 2004, the programmes has invested over R1.3billion in wetlands conservation; generating over 37000 jobs, and 3.3million person days of work, 278000 of which were in skills development in the programme participants. In the last triennium the programme invested over 251 million in the conservation of about 230 wetlands, generating over 7600 jobs, 353000pdays of work, 39000 of which were in skills development",South Africa
51,3,12.3,4.428571429,"Threat assessments (key elements include conceptual model, key threats, management recommendations) website – easy to read version, strong referencing to recent research evidence Contact SANBI FBU for more info Research programme on palmiet peatlands (x students etc), hope to convene additional into the future Contact SANBI FBU for more info NBA Chapter and Appendix",South Africa
52,3,13.1,5,"Yes, they are applied. The Department of Environment, Forestry and Fisheries has a dedicated Branch responsible for Regulatory Compliance and Sector Monitoring.",South Africa
53,3,13.2,5,"South Africa has advanced legislations and regulations in place that are regularly implemented to protect, conserve and sustain natural resources including wetlands. These includes the National Environmental Management Act 108 of 1998 and the Environmental Impact Assessment Regulations of 2014.",South Africa
54,4,15.1,2,"The following Southern African Development Community (SADC) member states has endorsed the SADC Regional Initiative. These includes, namely South Africa, Lesotho, Zimbabwe, Botswana, Lesotho, Mozambique and Eswatini. The Region is in the process of finalising the the proposal for the Initiative (SADC and Ocean Islands)",South Africa
55,4,15.2,1,,South Africa
56,4,16.1,3.25,"Wetlands are part of the Environmental Awarness Programmes that are implemented by various sector departments, public entities, Non-Governmental Organisations (NGOs) and Scientific and Research Institutions across the country.",South Africa
57,4,16.3,5,"South Africa has established the National Ramsar Committee which meets twice a year. All activities, decisions, interventions and other issues related to Ramsar sites and other national wetlands are discussed. The Committee promotes integrated participation of all stakeholders involves on wetlands matters. In addition, stakeholders are also involves through Provincial Wetland Forums which meet four times a year to plan, impement and review on activiries related to wetlands matters.",South Africa
58,4,16.4,5,"The Ramsar National Committee in South Africa was established in 2009. Its membership includes National and Provincial government departments, public entities, scientific institutions, academia and community propertry organisation. Some of the Committee functions includes the following: a. Advises the Minister on activities and orher matters of the implementation of the Convention and COP Resolutions. b. Serves as a platform for the national programmes relating to CEPA and the work of the STRP. These incudes inter alia: advice and assit the Department of Environment, Forestry and Fisheries and the Ramsar Management Authorities to: I. To raise public awareness of the Ramsar sites and the Convention. II. Identification of training and capacity building needs III. Identification of research gaps and needs c. Coordination of the management of the Ramsar Sites in South Africa; d. Create a platform for knowledge and information sharing e. Network and exchange experiences relating to the management of Ramsar site; f. Provide mechanism for resource mobilisation; g. Provide guidance and scientific advice on the removal of the sites from the Montreux record and the degination of new Ramsar sites; h. Provide advice on general management perfomance and monitoring of Ramsar sites; i. Undertake ad hoc tasks related to the implementation of the Ramsar Convention; j. Assist with the identification and recommendation for the need to develop a policy, strategy, plna, framework and guidance etc., for the purpose of the implementation of the Ramsar Convention; and k. Provide expert input to National Reports, and South Africa postion on draft resolution for the COPs.",South Africa
59,4,16.5,5,"Yes, there is a National Wetland Task Group which is led by the Department of Human Settlements, Water and Sanitation. a) Established in 2005, the WTG is an inter-departmental forum, which provides a platform where members can obtain feedback, and discuss wetland related research, challenges, solutions, experiences, and ideas. It aims to ensure inter-departmental awaerenss and alignment regarding wetland initiatives. b) It is membership includes scientific and research institutions, government departments, and governmental research institutions a such as Water Research Comission, Council for Scenitifc and Industrial Research, South Africa National Biodiversity Institute (SANBI),. c) Although private consultants, tertiary institutions and NGOs are not standing members, provision is made for such representatives to use the WTG when the need arises as a platform to discuss wetland management related matters with the led government departments as is suitable to the mandate of task group. d) The National Wetland Task Group has met three times since the Ramsar COP 13. This is because the group meet twice a year unless there are ad hoc matters. SANBI convenes a National Wetland Ecosystem Classification Committee SANBI and DWS lead a Joint National Wetland Data Management Committee",South Africa
60,4,16.6,4,"Yes, through the Provincial Wetland Forums mentioned above. These forums meet four times and year (on quaterly basis).",South Africa
61,4,16.7,5,"This year, South Africa, through the Department of Environment, Forestry and Fisheries (DEFF) celebrated the 2020 WWD jointly with the Limpopo Department of Economic Development, Environment and Tourism (LEDET), in collaboration with the Limpopo Department of Education, Limpopo Department of Agriculture and Rural Development (LDARD), Water Research Council (WRC), South African National Biodiversity Institute (SANBI), Department of Agriculture, Land Reform and Rural Development (DALRRD), Vhembe and Waterberg District Municipalities. The event was meant to raise public awareness on the value of wetlands and their importance on biodiversity and livelihoods, as well as to educate learners about the importance of the wetlands and what can be done to protect it. The 2020 WWD was celebrated on 2 February 2020 in South Africa under the theme “Wetlands and Biodiversity”. Over 33 Primary Schools within Vhembe and Waterberg District Municipalities were visited one week prior to the 2020 WWD event commemoration for awareness raising campaigns. 2.1.2. The campaign was aimed at raising awareness on wetlands in line with the WWD 2020 theme “Wetlands and Biodiversity”. Furthermore, the campaign motivated learners to actively participate in environmental management related matters such as waste management, climate change, water pollution, protection of wetlands and protection of biodiversity. Learners were expected to create a poster showing the importance of wetlands on human livelihoods and biodiversity as well as the impacts of human activities on wetlands, definition of a wetland and examples of wetlands of international importance found in South Africa and Intervention measures to minimise/combat the degradation of wetland ecosystem. On 02 February 2020, The Minister of Environment, Forestry and Fisheries also issued a Media Statement on the commemoration of the 2020 World Wetlands Day",South Africa
62,4,16.8,5,"Freshwater Ecosystem Network workshop is hosted yearly. FEN events included wetland discussion Wetlands are part of the Environmental Awarness Programmes that are implemented by various sector departments, public entities, Non-Governmental Organisations (NGOs) and Scientific and Research Institutions across the country. This awareness are not only done during the World Wetlands Day but through out the year to educate communities about the importance of wetlands ecosystems",South Africa
63,4,18.1,5,"The Convention on Biological Diversity, Convention on the Conservation of Migratory Species of Wild Animals, United Nations Convention to Combat Desertification and World Heritage Convention they all sits on the National Ramsar Committee and Wetlands Task Group as well as Provincial Forums.",South Africa
64,4,18.2,1,,South Africa
65,4,18.3,1,,South Africa
66,4,18.4,1,,South Africa
67,4,18.5,5,"n 2015, Birdlife South Africa published two documents relevant to Ramsar sites, which are also important Bird and Biodiversity Areas. 1. Marnewick MD, Retief EF, Theron NT, Wright DR, Anderson TA. 2015. Important Bird and Biodiversity Areas of South Africa. Johannesburg: Birdlife South Africa. 2. Marnewick MD, Retief EF, Theron NT, Wright DR. 2015. South Africa Important Bird and Biodiversity Areas Status Report 2015. Johannesburg: Birdlife South Africa",South Africa
68,4,18.6,5,"The Orange River Ramsar site is shared by Namibia and South Africa Makulelele wetlands fall within the Limpopo River floodplain, which forms the border with Zimbabwe and Mozambique, also a potentially associated with the trans-frontier regional aquifer system",South Africa
69,4,18.7,1,,South Africa
70,4,18.8,5,,South Africa
71,4,19.1,5,,South Africa
72,4,19.2,5,"Various Universities in South Africa offers training, short courses and modules on wetland-related matters. Wetlands issues are also included on Universities curriculum on Degrees such as Environmental Science, Environmental Management, Nature Conservation, Mining and Environmental Geology and Earth Sciences in Hydrology and Water Resources.",South Africa
73,4,19.3,3,,South Africa
74,4,19.4,2,,South Africa
